360,0.5 , 0.138221025467,0
Average time : 360,0.5 , 0.0460736751556
370,0.5 , 0.0484108924866,0
370,0.5 , 0.0965728759766,0
370,0.5 , 0.145015954971,0
Average time : 370,0.5 , 0.0483386516571
380,0.5 , 0.0509569644928,0
380,0.5 , 0.101809978485,0
380,0.5 , 0.152856826782,0
Average time : 380,0.5 , 0.0509522755941
390,0.5 , 0.0547020435333,0
390,0.5 , 0.109488010406,0
390,0.5 , 0.17102599144,0
Average time : 390,0.5 , 0.0570086638133
400,0.5 , 0.0592238903046,0
400,0.5 , 0.121388912201,0
400,0.5 , 0.181559085846,0
Average time : 400,0.5 , 0.060519695282
410,0.5 , 0.0613250732422,0
410,0.5 , 0.123277187347,0
410,0.5 , 0.186830282211,0
Average time : 410,0.5 , 0.0622767607371
420,0.5 , 0.06547498703,0
420,0.5 , 0.127711057663,0
420,0.5 , 0.192939996719,0
Average time : 420,0.5 , 0.0643133322398
430,0.5 , 0.0749878883362,0
430,0.5 , 0.141139745712,0
430,0.5 , 0.208757638931,0
Average time : 430,0.5 , 0.0695858796438
440,0.5 , 0.0685398578644,0
440,0.5 , 0.136834859848,0
440,0.5 , 0.205350875854,0
Average time : 440,0.5 , 0.0684502919515
450,0.5 , 0.0724830627441,0
450,0.5 , 0.14718914032,0
450,0.5 , 0.221996068954,0
Average time : 450,0.5 , 0.0739986896515
460,0.5 , 0.0745811462402,0
460,0.5 , 0.149548053741,0
460,0.5 , 0.223802089691,0
Average time : 460,0.5 , 0.0746006965637
470,0.5 , 0.0783059597015,0
470,0.5 , 0.156846046448,0
470,0.5 , 0.235538005829,0
Average time : 470,0.5 , 0.0785126686096
480,0.5 , 0.082554101944,0
480,0.5 , 0.166268110275,0
480,0.5 , 0.247532129288,0
Average time : 480,0.5 , 0.0825107097626
490,0.5 , 0.0847749710083,0
490,0.5 , 0.171805858612,0
490,0.5 , 0.260418891907,0
Average time : 490,0.5 , 0.0868062973022
500,0.5 , 0.0881571769714,0
500,0.5 , 0.178750038147,0
500,0.5 , 0.267602920532,0
Average time : 500,0.5 , 0.0892009735107
510,0.5 , 0.0922710895538,0
510,0.5 , 0.186742067337,0
510,0.5 , 0.279813051224,0
Average time : 510,0.5 , 0.0932710170746
520,0.5 , 0.0950529575348,0
520,0.5 , 0.190783977509,0
520,0.5 , 0.289724826813,0
Average time : 520,0.5 , 0.0965749422709
530,0.5 , 0.105353116989,0
530,0.5 , 0.208837270737,0
530,0.5 , 0.308230161667,0
Average time : 530,0.5 , 0.102743387222
540,0.5 , 0.104089021683,0
540,0.5 , 0.21021604538,0
540,0.5 , 0.317568063736,0
Average time : 540,0.5 , 0.105856021245
550,0.5 , 0.107753038406,0
550,0.5 , 0.22699713707,0
550,0.5 , 0.344559192657,0
Average time : 550,0.5 , 0.114853064219
560,0.5 , 0.122995138168,0
560,0.5 , 0.239037036896,0
560,0.5 , 0.350198030472,0
Average time : 560,0.5 , 0.116732676824
570,0.5 , 0.114177942276,0
570,0.5 , 0.228600025177,0
570,0.5 , 0.343428134918,0
Average time : 570,0.5 , 0.114476044973
580,0.5 , 0.121571063995,0
580,0.5 , 0.24068403244,0
580,0.5 , 0.359837055206,0
Average time : 580,0.5 , 0.119945685069
590,0.5 , 0.137333869934,0
590,0.5 , 0.264341831207,0
590,0.5 , 0.390046834946,0
Average time : 590,0.5 , 0.130015611649
600,0.5 , 0.127064943314,0
600,0.5 , 0.254977941513,0
600,0.5 , 0.382255077362,0
Average time : 600,0.5 , 0.127418359121
610,0.5 , 0.133144855499,0
610,0.5 , 0.266857862473,0
610,0.5 , 0.401996850967,0
Average time : 610,0.5 , 0.133998950322
620,0.5 , 0.135368108749,0
620,0.5 , 0.270838022232,0
620,0.5 , 0.408660173416,0
Average time : 620,0.5 , 0.136220057805
630,0.5 , 0.140158176422,0
630,0.5 , 0.316067218781,0
630,0.5 , 0.470765352249,0
Average time : 630,0.5 , 0.156921784083
640,0.5 , 0.151000976562,0
640,0.5 , 0.295897960663,0
640,0.5 , 0.439572095871,0
Average time : 640,0.5 , 0.146524031957
650,0.5 , 0.149808168411,0
650,0.5 , 0.30303812027,0
650,0.5 , 0.452132225037,0
Average time : 650,0.5 , 0.150710741679
660,0.5 , 0.160959005356,0
660,0.5 , 0.316078901291,0
660,0.5 , 0.472346782684,0
Average time : 660,0.5 , 0.157448927561
670,0.5 , 0.158663034439,0
670,0.5 , 0.317080974579,0
670,0.5 , 0.476866006851,0
Average time : 670,0.5 , 0.158955335617
680,0.5 , 0.166897058487,0
680,0.5 , 0.333697080612,0
680,0.5 , 0.496021032333,0
Average time : 680,0.5 , 0.165340344111
690,0.5 , 0.174161911011,0
690,0.5 , 0.343394041061,0
690,0.5 , 0.536851167679,0
Average time : 690,0.5 , 0.178950389226
700,0.5 , 0.179230928421,0
700,0.5 , 0.370555877686,0
700,0.5 , 0.543254852295,0
Average time : 700,0.5 , 0.181084950765
710,0.5 , 0.177856206894,0
710,0.5 , 0.356914043427,0
710,0.5 , 0.53647518158,0
Average time : 710,0.5 , 0.178825060527
720,0.5 , 0.194082975388,0
720,0.5 , 0.381806135178,0
720,0.5 , 0.566481113434,0
Average time : 720,0.5 , 0.188827037811
730,0.5 , 0.189183950424,0
730,0.5 , 0.385365962982,0
730,0.5 , 0.58208990097,0
Average time : 730,0.5 , 0.19402996699
740,0.5 , 0.196882009506,0
740,0.5 , 0.398396968842,0
740,0.5 , 0.593132972717,0
